gauge_name,lat,lon,aridity,aridity_class,mean_streamflow_cfs,mean_evap_mm_day,mean_prcp_mm_day
LITTLE WHITE R NEAR MARTIN SD,43.16667,-101.63015,4.69683,Arid,23.008354,6.632126,1.412043
"LITTLE WITHLACOOCHEE RIVER AT RERDELL, FLA.",28.57277,-82.15536,3.229992,Arid,60.390404,11.775184,3.645577
LOCHSA RIVER NR LOWELL ID,46.15083,-115.58722,1.246938,Arid,2700.217467,4.505848,3.613531
"LONG TOM RIVER NEAR NOTI, OREG.",44.04984,-123.42621,1.319693,Arid,219.978082,6.423449,4.86738
LOPEZ C NR ARROYO GRANDE CA,35.23553,-120.47239,3.938455,Arid,9.677289,7.171661,1.820932
LOS GATOS C AB NUNEZ CYN NR COALINGA CA,36.21468,-120.47071,6.223335,Arid,6.374069,7.763079,1.247415
"LUSK CREEK NEAR EDDYVILLE, IL",37.47227,-88.54727,2.314658,Arid,60.305849,8.479614,3.663441
"Lavaca Rv nr Edna, TX",28.95998,-96.68637,4.219078,Arid,411.41729,11.569177,2.74211
"Lick Creek at Perry, MO",39.43143,-91.67627,2.750211,Arid,78.807322,8.026543,2.918519
"Lindley Creek near Polk, MO",37.75047,-93.26618,2.634458,Arid,111.424194,8.391564,3.185309
"Little Androscoggin River near South Paris, Maine",44.30399,-70.53968,1.580279,Arid,143.19493,5.546087,3.509563
Little Bighorn River at State Line nr Wyola MT,45.00691,-107.61509,2.176378,Arid,140.446589,3.703284,1.701581
"Little Cedar River near Ionia, IA",43.03328,-92.50354,2.570791,Arid,231.609215,6.498885,2.527971
"Little Pine Creek near Etna, PA",40.52035,-79.93811,2.28505,Arid,6.538566,6.940046,3.037153
"Long King Ck at Livingston, TX",30.71631,-94.95882,3.019187,Arid,113.822634,10.862128,3.5977
"Loyalsock Creek at Loyalsockville, PA",41.32508,-76.91246,1.73923,Arid,783.427828,5.886882,3.384764
"Lycoming Creek near Trout Run, PA",41.41841,-77.03275,1.817815,Arid,299.786421,5.847903,3.216996
"MAMMOTH CREEK ABV WEST HATCH DITCH, NEAR HATCH, UT",37.62276,-112.51688,2.294288,Arid,50.9837,4.016832,1.750797
MANATEE RIVER NEAR MYAKKA HEAD FL,27.47365,-82.2112,3.090431,Arid,78.438454,12.047852,3.898437
"MANISTEE RIVER NEAR SHERMAN, MI",44.43639,-85.69868,2.310478,Arid,1074.188439,5.77187,2.498128
"MANISTIQUE RIVER NEAR MANISTIQUE, MI",46.03053,-86.16125,2.228648,Arid,1353.907654,5.355216,2.402899
"MANOKIN BRANCH NEAR PRINCESS ANNE, MD",38.21389,-75.67139,2.672869,Arid,5.337577,8.591975,3.214514
"MARAIS DES CYGNES R NR READING, KS",38.56701,-95.96163,3.181769,Arid,100.992912,8.254001,2.594155
"MARTIN C NR PARADISE VALLEY, NV",41.53462,-117.41791,3.662408,Arid,38.335501,5.222484,1.42597
"MCKENZIE RIVER AT OUTLET OF CLEAR LAKE, OR",44.36095,-121.99562,0.837943,Sub-humid,439.971292,4.975948,5.938287
"MEDICINE LODGE R NR KIOWA, KS",37.0392,-98.47021,4.582342,Arid,156.663195,8.845075,1.930252
"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA",36.71681,-77.83166,2.657122,Arid,472.385013,8.525611,3.208588
MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73159,-119.55877,1.400442,Arid,373.879905,3.687572,2.633148
MERCED R A POHONO BRIDGE NR YOSEMITE CA,37.71687,-119.66628,1.479143,Arid,668.619595,4.00426,2.70715
MF EEL R NR DOS RIOS CA,39.70627,-123.32529,1.669276,Arid,1459.119101,6.206939,3.718342
"MICHIGAN RIVER NEAR CAMERON PASS, CO.",40.49609,-105.86501,0.870109,Sub-humid,3.092556,2.628719,3.021138
"MIDDLE BRANCH ESCANABA RIVER AT HUMBOLDT, MI",46.4991,-87.88652,2.036635,Arid,52.792592,5.12933,2.518532
"MIDDLE CREEK NEAR MINTURN, CO.",39.64582,-106.38225,1.362963,Arid,5.636608,3.336353,2.447868
MILL C NR LOS MOLINOS CA,40.0546,-122.02415,1.804923,Arid,305.153786,6.365143,3.526546
"MILL C NR PAXICO, KS",39.06265,-96.15025,3.207257,Arid,195.218465,8.201681,2.557226
"MINAM RIVER NEAR MINAM, OR",45.61987,-117.72659,1.473556,Arid,448.024953,4.180198,2.83681
"MITCHELL RIVER NEAR STATE ROAD, NC",36.31139,-80.80722,2.238493,Arid,121.735424,7.681768,3.431669
"MOGOLLON CREEK NEAR CLIFF, NM",33.16673,-108.64978,3.457389,Arid,29.944092,5.589901,1.616798
"MOOSE RIVER AT VICTORY, VT",44.51172,-71.83731,1.437286,Arid,161.103383,5.01162,3.486862
MOREAU R NEAR WHITEHORSE SD,45.25582,-100.84292,5.467421,Arid,334.434025,6.527405,1.193873
MULBERRY CREEK AT JONES AL,32.58291,-86.9036,2.462146,Arid,275.855577,9.775898,3.970479
"MURDER CREEK BELOW EATONTON, GA",33.25236,-83.48128,2.939293,Arid,146.484183,9.683238,3.294411
MURDER CREEK NEAR EVERGREEN AL,31.4185,-86.98664,2.334127,Arid,267.31787,10.101716,4.327836
MYAKKA RIVER AT MYAKKA CITY FL,27.34366,-82.15676,3.121756,Arid,153.586057,12.090397,3.872947
"Marsh Creek at Blanchard, PA",41.05951,-77.60583,2.054479,Arid,60.158397,6.397108,3.113737
Massies Creek at Wilberforce OH,39.72284,-83.88271,2.401127,Arid,73.108101,7.263446,3.025015
"Mattawamkeag River near Mattawamkeag, Maine",45.50097,-68.30596,1.65199,Arid,2736.889342,5.410855,3.275356
"Menard Ck nr Rye, TX",30.48139,-94.77972,2.893614,Arid,130.774054,10.893856,3.764793
"Meramec River near Sullivan, MO",38.15853,-91.10846,2.506683,Arid,1379.097622,8.141554,3.247939
Middle Fork Flathead River nr West Glacier MT,48.49524,-114.01012,1.239995,Arid,2825.055867,4.174327,3.366406
"Middle Yegua Ck nr Dime Box, TX",30.33938,-96.9047,4.479302,Arid,59.489141,11.237329,2.508723
Mill Creek near Coshocton OH,40.36285,-81.86236,2.426503,Arid,28.730029,7.026564,2.895758
"Millers Ck nr Munday, TX",33.32927,-99.46508,5.870018,Arid,7.468865,10.468781,1.783432
"Mission Rv at Refugio, TX",28.29195,-97.27916,5.285902,Arid,131.745026,11.857803,2.243288
"Mud Creek near Courtney, OK",34.00426,-97.56697,4.177645,Arid,205.750977,10.133728,2.425703
"Muncy Creek near Sonestown, PA",41.35702,-76.53467,1.620453,Arid,48.911011,5.766301,3.55845
"N F HOLSTON RIVER NEAR SALTVILLE, VA",36.89678,-81.74623,2.06577,Arid,287.769556,6.76264,3.273666
"N Fk Guadalupe Rv nr Hunt, TX",30.0641,-99.38699,4.741046,Arid,36.645196,9.969666,2.102841
NACIMIENTO R BL SAPAQUE C NR BRYSON CA,35.78858,-121.09381,2.94346,Arid,165.202336,6.459997,2.194695
"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",35.1275,-83.61861,1.123078,Arid,198.686221,6.280462,5.592186
"NANTICOKE RIVER NEAR BRIDGEVILLE, DE",38.72833,-75.56186,2.587266,Arid,94.773232,8.405777,3.248903
"NASELLE RIVER NEAR NASELLE, WA",46.37399,-123.74348,0.712394,Sub-humid,421.440081,5.662808,7.948988
"NASSAWANGO CREEK NEAR SNOW HILL, MD",38.22892,-75.47144,2.652963,Arid,52.136672,8.479717,3.19632
"NEHALEM RIVER NEAR FOSS, OR",45.704,-123.7554,1.00749,Arid,2576.771198,5.826105,5.78279
"NEMADJI RIVER NEAR SOUTH SUPERIOR, WI",46.63327,-92.09408,2.442851,Arid,385.831008,5.590579,2.288547
"NEW RIVER NEAR GALAX, VA",36.64735,-80.97897,1.737952,Arid,1883.530507,6.447848,3.710027
"NEW RIVER NEAR ROCK SPRINGS, AZ.",33.9742,-112.09905,7.941261,Arid,11.387579,9.798046,1.233815
"NEWHALEM CREEK NEAR NEWHALEM, WA",48.65596,-121.23846,0.670345,Sub-humid,178.18883,4.223682,6.300756
NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA,39.16545,-122.61999,2.357536,Arid,110.199066,6.946463,2.946492
NF CLEARWATER RIVER NR CANYON RANGER STATION ID,46.84047,-115.6207,1.272358,Arid,3342.748592,4.763214,3.743611
NF COEUR D ALENE R AB SHOSHONE CK NR PRICHARD ID,47.70611,-115.97917,1.446474,Arid,675.837922,5.033002,3.479498
"NF SKOKOMISH R BL STAIRCASE RPDS NR HOODSPORT, WA",47.51426,-123.32989,0.580657,Humid,531.721484,4.547931,7.832383
"NF STILLAGUAMISH RIVER NEAR ARLINGTON, WA",48.26149,-122.04764,0.796326,Sub-humid,1925.807337,5.513819,6.924075
"NISQUALLY RIVER NEAR NATIONAL, WA",46.75261,-122.08372,0.669068,Sub-humid,775.192483,4.643429,6.940149
"NORTH BRUSH CREEK NEAR SARATOGA, WY",41.37024,-106.52058,1.579808,Arid,51.312499,3.538512,2.239837
"NORTH FORK BLACK CREEK NR MIDDLEBURG, FLA.",30.1133,-81.90649,3.020513,Arid,172.57385,11.039472,3.654833
"NORTH FORK BULL RUN RIVER NEAR MULTNOMAH FALLS, OR",45.49429,-122.03592,0.598455,Humid,72.198917,5.335324,8.915157
"NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",39.01004,-87.94559,2.574917,Arid,321.581775,8.019618,3.114515
"NORTH FORK POWDER RIVER NEAR HAZELTON, WY",44.02774,-107.08089,2.559937,Arid,15.242747,3.691934,1.442197
"NORTH FORK TOLT RIVER NEAR CARNATION, WA",47.71232,-121.78873,0.689189,Sub-humid,351.886812,5.347788,7.759542
"NORTH MAYO RIVER NEAR SPENCER, VA",36.56819,-79.98726,2.459683,Arid,126.536084,8.094597,3.290911
"NORTH RIVER AT SHATTUCKVILLE, MA",42.63842,-72.72509,1.459887,Arid,209.081743,5.636104,3.860645
NORTH RIVER NEAR SAMANTHA AL,33.47928,-87.59723,2.244344,Arid,365.883239,9.489278,4.228084
"NORTH RIVER NEAR STOKESVILLE, VA",38.33763,-79.24004,1.883944,Arid,28.312766,6.211257,3.296944
"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",34.82889,-77.83222,2.580164,Arid,682.508937,9.625788,3.730688
NOYO R NR FORT BRAGG CA,39.42822,-123.73779,1.943475,Arid,194.832056,6.929859,3.565705
"Narraguagus River at Cherryfield, Maine",44.60797,-67.93524,1.554005,Arid,506.005542,5.626775,3.620821
"Navidad Rv nr Hallettsville, TX",29.46691,-96.81276,4.230907,Arid,126.661425,11.443514,2.704743
"North Fork Red River near Carter, OK",35.16811,-99.50731,5.374262,Arid,114.678045,8.95816,1.666863
"North Fork River near Tecumseh, MO",36.62303,-92.24813,2.612345,Arid,761.658792,8.341705,3.193187
"North River at Palmyra, MO",39.81799,-91.5177,2.79492,Arid,306.600777,7.947193,2.843442
"North Sylamore Creek near Fifty Six, AR",35.99535,-92.21265,2.375686,Arid,46.28208,8.691107,3.658357
"Nueces Rv at Laguna, TX",29.42857,-99.99729,5.813699,Arid,172.773639,10.457945,1.798845
"OMAHA CR AT HOMER, NEBR",42.32158,-96.48768,3.421794,Arid,61.893996,7.201797,2.104685
ORESTIMBA C NR NEWMAN CA,37.31549,-121.12521,6.80982,Arid,19.341136,8.108458,1.190701
OTSELIC RIVER AT CINCINNATUS NY,42.54118,-75.89964,1.70811,Arid,278.247677,5.788305,3.388719
"OTTER C AT CLIMAX, KS",37.70821,-96.2236,3.18099,Arid,92.039732,8.575873,2.695976
"OYSTER RIVER NEAR DURHAM, NH",43.1487,-70.96506,1.866955,Arid,21.189725,6.361567,3.407456
Ohio Brush Creek near West Union OH,38.80368,-83.42102,2.373469,Arid,462.27688,7.500122,3.159984
"Onion Ck nr Driftwood, TX",30.08299,-98.00779,4.305107,Arid,49.255459,10.694984,2.484255
"Oswayo Creek at Shinglehouse, PA",41.96173,-78.19807,1.751777,Arid,153.784219,5.549505,3.167929
PACIFIC CREEK AT MORAN WY,43.85028,-110.51778,1.368384,Arid,264.0898,3.447422,2.519338
PAINT ROCK RIVER NEAR WOODVILLE AL,34.62425,-86.30637,1.998501,Arid,641.545095,8.562919,4.28467
PALM CYN C NR PALM SPRINGS CA,33.74502,-116.53557,10.011143,Arid,6.132053,8.638511,0.86289
PATSALIGA CREEK NEAR BRANTLEY AL,31.59627,-86.40552,2.564132,Arid,535.941759,10.041962,3.91632
"PECOS RIVER NEAR PECOS, NM",35.70837,-105.68252,2.030353,Arid,103.024742,3.840243,1.891417
"PERE MARQUETTE RIVER AT SCOTTVILLE, MI",43.94501,-86.27869,2.304447,Arid,793.753989,6.089503,2.642501
PESCADERO C NR PESCADERO CA,37.26078,-122.32886,2.540217,Arid,42.306395,6.653509,2.619268
"PINEY RIVER AT PINEY RIVER, VA",37.70236,-79.02752,1.909653,Arid,93.518644,7.030338,3.681474
"PISCATAWAY CREEK NEAR TAPPAHANNOCK, VA",37.87708,-76.90052,2.730756,Arid,28.865034,8.710665,3.189837
PITMAN C BL TAMARACK C CA,37.19856,-119.21373,1.526982,Arid,46.229917,4.398462,2.880494
"PLATTE RIVER NEAR ROCKVILLE, WI",42.7311,-90.64041,2.528499,Arid,110.733026,6.583835,2.603851
"PONCA CREEK AT VERDEL, NEBR.",42.81099,-98.17586,4.154403,Arid,100.708165,7.100331,1.70911
"POPPLE RIVER NEAR FENCE, WI",45.76357,-88.46318,2.320584,Arid,101.005038,5.312619,2.289346
"POTECASI CREEK NEAR UNION, NC",36.37083,-77.02556,2.689569,Arid,208.017096,9.033566,3.358741
"POTTS CREEK NEAR COVINGTON, VA",37.72901,-80.04228,2.167819,Arid,173.551314,6.774101,3.124846
PRAIRIE CREEK NEAR FORT OGDEN FL,27.052,-81.78453,3.265437,Arid,216.16409,12.085419,3.701011
"PRAIRIE DOG C AB KEITH SEBELIUS LAKE, KS",39.76985,-100.10078,5.023642,Arid,5.994772,7.600951,1.513036
"PRIEST BROOK NEAR WINCHENDON, MA",42.68259,-72.11508,1.60405,Arid,36.029287,5.883592,3.667961
"PUYALLUP RIVER NEAR ELECTRON, WA",46.90372,-122.03511,0.574089,Humid,529.451971,4.160498,7.247134
"Pine Creek at Cedar Run, PA",41.52174,-77.44748,1.881865,Arid,882.731774,5.699876,3.028844
"Piscataquis River near Dover-Foxcroft, Maine",45.17501,-69.3147,1.499275,Arid,628.462758,5.197079,3.466394
"Pomme de Terre River near Polk, MO",37.68265,-93.37033,2.60852,Arid,278.734048,8.34208,3.198013
Prospect Creek at Thompson Falls MT,47.58605,-115.35515,1.549413,Arid,215.951924,4.802855,3.09979
"QUARTZVILLE CREEK NEAR CASCADIA, OREG.",44.54012,-122.43591,0.819169,Sub-humid,643.497262,5.47268,6.680767
"QUEETS RIVER NEAR CLEARWATER, WA",47.53786,-124.31575,0.61992,Humid,4512.240731,5.490705,8.85712
"RAGING RIVER NEAR FALL CITY, WA",47.53982,-121.909,1.034959,Arid,128.238094,5.968745,5.767132
"RAPIDAN RIVER NEAR CULPEPER, VA",38.35041,-77.975,2.452104,Arid,564.896472,7.826873,3.191901
"RAPPAHANNOCK RIVER AT REMINGTON, VA",38.53068,-77.8136,2.489433,Arid,700.97669,7.751468,3.113748
"RATTLESNAKE C NR MACKSVILLE, KS",37.87159,-98.87614,4.844207,Arid,12.445811,8.539559,1.762839
"RAYADO CREEK NEAR CIMARRON, NM",36.37226,-104.97,2.477902,Arid,13.530315,4.112593,1.659707
"RAYSE CREEK NEAR WALTONVILLE, IL",38.25394,-89.03979,2.649147,Arid,92.863739,8.303445,3.134384
"RECAPTURE CREEK NEAR BLANDING, UT",37.75555,-109.47651,3.098794,Arid,1.061061,4.856712,1.567291
"RED BUD CREEK NR MOORES MILL, MS",34.46667,-88.28361,2.219912,Arid,26.465832,9.261376,4.171956
"RED CREEK AT VESTRY, MS",30.73611,-88.78111,2.287336,Arid,830.7148,10.548931,4.611886
REDWOOD C A ORICK CA,41.29929,-124.05118,1.236997,Arid,926.839064,5.648147,4.566015
"REX RIVER NEAR CEDAR FALLS, WA",47.35066,-121.66316,0.683697,Sub-humid,97.153825,4.969217,7.268155
"RIO HONDO NEAR VALDEZ, NM",36.54169,-105.5564,1.998994,Arid,34.079678,3.481509,1.74163
"RIO LUCERO NEAR ARROYO SECO, NM",36.50836,-105.53084,1.866597,Arid,20.08588,3.35672,1.79831
"RIO MORA NEAR TERRERO, NM",35.77725,-105.65807,1.865921,Arid,33.915978,3.701292,1.983627
"RIO NUTRIA NEAR RAMAH, NM",35.28253,-108.55341,4.205998,Arid,5.204701,5.158359,1.226429
"RIO PUEBLO DE TAOS NEAR TAOS, NM",36.43947,-105.50362,2.471733,Arid,27.88551,3.942329,1.594966
"ROARING RIVER NEAR ROARING RIVER, NC",36.25028,-81.04444,2.130164,Arid,177.975364,7.561263,3.549616
"ROBINSON CREEK NEAR SHELBYVILLE, IL",39.40587,-88.89646,2.78979,Arid,84.27827,7.94334,2.84729
"ROBINSON RIVER NEAR LOCUST DALE, VA",38.32513,-78.09556,2.448818,Arid,226.944176,7.788884,3.180671
"ROCK CREEK AB KING CANYON CANAL, NR ARLINGTON, WY",41.58525,-106.22279,1.447933,Arid,79.764991,3.275879,2.262452
"ROCK CREEK NEAR CERESCO, NEBR.",41.0157,-96.54428,3.487626,Arid,40.402585,7.618595,2.184464
"ROCKFISH RIVER NEAR GREENFIELD, VA",37.86959,-78.82335,2.266343,Arid,142.238446,7.611032,3.358288
"ROW RIVER ABOVE PITCHER CREEK NEAR, DORENA, OREG",43.73596,-122.8734,1.228147,Arid,579.480914,5.747651,4.679938
"Rapid Creek near Iowa City, IA",41.70002,-91.48767,2.691753,Arid,20.668459,7.259381,2.696897
"S F HOLSTON RIVER AT RIVERSIDE NR CHILHOWIE, VA",36.76039,-81.63123,1.929157,Arid,108.329787,6.501121,3.369928
"S F HOLSTON RIVER NEAR DAMASCUS, VA",36.65178,-81.84401,1.912222,Arid,469.281524,6.586191,3.444262
"S F QUANTICO CREEK NEAR INDEPENDENT HILL, VA",38.58734,-77.4286,2.560604,Arid,7.05534,8.133052,3.176224
"S F ROANOKE RIVER NEAR SHAWSVILLE, VA",37.14013,-80.26643,2.167313,Arid,112.63134,6.989609,3.225012
"S Fk Rocky Ck nr Briggs, TX",30.91157,-98.03697,4.612046,Arid,9.677642,10.567589,2.291302
"S Fk San Gabriel Rv at Georgetown, TX",30.62575,-97.69112,4.485846,Arid,49.893589,10.694466,2.384046
"S TWIN R NR ROUND MOUNTAIN, NV",38.88743,-117.24537,8.656529,Arid,6.534174,5.776601,0.667311
SAGEHEN C NR TRUCKEE CA,39.43157,-120.23798,1.670826,Arid,11.670354,4.442243,2.65871
"SALINA CREEK NEAR EMERY, UT",38.91191,-111.53047,2.449963,Arid,16.761539,4.274732,1.744815
SALMON R A SOMES BAR CA,41.37763,-123.47756,1.690325,Arid,1766.618195,5.378075,3.181682
"SALT C NR ADA, KS",39.13907,-97.83696,4.237157,Arid,65.431313,8.382651,1.978367
SAN LORENZO C BL BITTERWATER C NR KING CITY CA,36.26802,-121.0663,5.895193,Arid,14.588923,7.600502,1.289271
"SANDY RIVER NEAR DANVILLE, VA",36.61958,-79.50419,2.541959,Arid,107.409938,8.248857,3.245079
"SANDY RIVER NEAR MARMOT, OR",45.39956,-122.13731,0.807465,Sub-humid,1322.983803,5.095552,6.310551
SANTA CRUZ C NR SANTA YNEZ CA,34.59666,-119.90875,3.707596,Arid,22.823935,7.034384,1.89729
SATILPA CREEK NEAR COFFEEVILLE AL,31.74432,-88.02251,2.48291,Arid,223.237301,10.158135,4.091222
"SATSOP RIVER NEAR SATSOP, WA",47.00065,-123.49488,0.837734,Sub-humid,2101.673029,5.978231,7.136189
"SAUK RIVER AB WHITECHUCK RIVER NEAR DARRINGTON, WA",48.16872,-121.47067,0.691128,Sub-humid,1114.679287,4.536303,6.563625
"SAUK RIVER NEAR SAUK, WA",48.42456,-121.56846,0.764049,Sub-humid,4363.047951,4.561665,5.97038
"SAVAGE RIVER NEAR BARTON, MD",39.57006,-79.10194,1.834565,Arid,77.673673,6.032779,3.288398
SF CLEARWATER RIVER AT STITES ID,46.08639,-115.97667,2.053672,Arid,931.762594,4.883182,2.377781
SF PAYETTE RIVER AT LOWMAN ID,44.08528,-115.62222,1.497656,Arid,819.53035,3.991172,2.664947
SF TRINITY R BL HYAMPOM CA,40.64986,-123.4942,1.503629,Arid,1281.222622,5.701458,3.791798
"SHELL CREEK ABOVE SHELL CREEK RESERVOIR, WY",44.50802,-107.40369,1.63934,Arid,30.997152,3.127433,1.907739
"SHEYENNE RIVER NR COOPERSTOWN, ND",47.43277,-98.0276,4.416452,Arid,242.564797,5.928706,1.342414
"SHEYENNE RIVER NR WARWICK, ND",47.80555,-98.71622,4.600009,Arid,132.047219,5.957072,1.295013
"SILETZ RIVER AT SILETZ, OR",44.71512,-123.88733,0.870978,Sub-humid,1427.25219,5.871588,6.741376
SIPSEY FORK NEAR GRAYSON AL,34.28538,-87.39891,2.092844,Arid,162.04993,9.045168,4.321949
"SKOOKUMCHUCK RIVER NEAR VAIL, WA",46.7726,-122.59401,1.126359,Arid,203.135404,5.675732,5.039007
"SLATE C AT WELLINGTON, KS",37.24955,-97.4039,3.759791,Arid,78.377432,9.034397,2.402899
"SMACKOVER CREEK NEAR SMACKOVER, ARK.",33.37596,-92.77711,2.679809,Arid,418.710554,9.920642,3.701995
"SMITH R AB SMITH R RES NR BELKNAP SPRGS,OREG.",44.33457,-122.04701,0.787471,Sub-humid,88.894141,4.923888,6.252786
SMITH R NR CRESCENT CITY CA,41.7915,-124.07619,0.986613,Sub-humid,3589.897473,5.597068,5.673011
"SMITH RIVER NEAR BRISTOL, NH",43.56646,-71.74786,1.611936,Arid,155.66636,5.667031,3.515666
"SOLDIER C NR DELIA, KS",39.23833,-95.8886,3.208909,Arid,90.472946,8.183188,2.550146
"SOLDIER C NR TOPEKA, KS",39.09938,-95.72495,3.207683,Arid,170.185185,8.253594,2.57307
"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.",30.12937,-84.49435,2.587515,Arid,177.05542,10.832045,4.186273
"SOUTH FORK BLACK CREEK NR PENNEY FARMS, FLA.",29.97941,-81.85204,2.977832,Arid,129.277933,11.078199,3.720223
"SOUTH FORK BULL RUN RIVER NEAR BULL RUN, OR",45.44456,-122.10953,0.694625,Sub-humid,113.91882,5.490468,7.904219
"SOUTH FORK COQUILLE RIVER AT POWERS, OR",42.8915,-124.07065,0.903271,Sub-humid,762.959121,5.65786,6.263748
"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",36.39333,-81.40694,1.603604,Arid,419.035462,6.402037,3.992281
"SOUTH FORK OF WILLIAMS FORK NEAR LEAL, CO.",39.79582,-106.03057,1.231699,Arid,34.816806,3.004977,2.439701
"SOUTH FORK SHOSHONE RIVER NEAR VALLEY, WY",44.20828,-109.55489,1.536125,Arid,402.451815,3.016251,1.963545
"SOUTH FORK TOLT RIVER NEAR INDEX, WA",47.70677,-121.60011,0.573496,Humid,55.353184,4.902689,8.548781
"SOUTH LOUP R AT ST. MICHAEL, NEBR.",41.03244,-98.74053,4.054787,Arid,220.149513,6.96474,1.717659
"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",36.57097,-80.12949,2.232807,Arid,120.626193,7.81665,3.500817
"SOUTH SANTIAM RIVER BELOW CASCADIA, OR",44.39179,-122.49758,0.943301,Sub-humid,814.393069,5.510326,5.841532
"SOUTH TOE RIVER NEAR CELO, NC",35.83151,-82.18429,1.406006,Arid,135.027092,6.250648,4.445676
"SOUTH WILLOW CREEK NEAR GRANTSVILLE, UT",40.49633,-112.5744,2.765323,Arid,6.736992,5.566588,2.012997
SPEARFISH CR AT SPEARFISH SD,44.48248,-103.86159,2.571084,Arid,66.169614,4.939409,1.921139
"SPIRIT RIVER AT SPIRIT FALLS, WI",45.44913,-89.97931,2.246882,Arid,90.911683,5.49529,2.44574
ST JOE RIVER AT CALDER ID,47.27464,-116.18905,1.321874,Arid,2266.133292,4.884424,3.695074
"ST. MARYS RIVER NR MACCLENNY, FLA.",30.35885,-82.0815,2.939474,Arid,564.870264,10.932228,3.71911
"STEAMBOAT CREEK NEAR GLIDE, OR",43.34984,-122.72894,1.233917,Arid,721.997497,5.689487,4.610916
"STEHEKIN RIVER AT STEHEKIN, WA",48.32958,-120.69177,0.854207,Sub-humid,1405.951095,3.872647,4.533616
"STEPTOE C NR ELY, NV",39.20154,-114.68916,2.891793,Arid,6.386976,4.120351,1.424843
"STONY CREEK NEAR DINWIDDIE, VA",37.06709,-77.60249,2.638764,Arid,98.766133,8.604512,3.260812
"STRANGER C NR TONGANOXIE, KS",39.11633,-95.01088,3.014634,Arid,279.359657,8.260444,2.740115
"STURGEON RIVER AT WOLVERINE, MI",45.27446,-84.60003,2.243779,Arid,218.073025,5.688258,2.535124
"STURGEON RIVER NEAR NAHMA JUNCTION, MI",45.94302,-86.7057,2.292595,Arid,172.217772,5.441308,2.373428
"STURGEON RIVER NEAR SIDNAW, MI",46.58411,-88.57597,2.064787,Arid,192.621081,5.183594,2.510474
"SUGAR CREEK AT MILFORD, IL",40.63004,-87.72392,2.666011,Arid,431.474861,7.36331,2.76192
"SUWANNEE RIVER AT US 441, AT FARGO, GA",30.68056,-82.56056,2.942464,Arid,792.841875,10.726476,3.645406
"SUWANNEE RIVER AT WHITE SPRINGS, FLA.",30.32578,-82.73818,2.929083,Arid,1544.570839,10.783107,3.681393
"SYCAMORE CREEK NEAR FORT MCDOWELL, AZ.",33.69421,-111.5418,7.427256,Arid,25.585452,9.817137,1.321772
"Sabinal Rv at Sabinal, TX",29.31431,-99.48047,5.062136,Arid,36.316744,10.646625,2.103188
"Salt Fork Arkansas River nr Alva, OK",36.81503,-98.64814,4.789299,Arid,114.760929,8.943938,1.867484
"San Casimiro Ck nr Freer, TX",27.96501,-98.96697,9.419818,Arid,37.687521,12.65533,1.343479
"Sandies Ck nr Westhoff, TX",29.21525,-97.44943,5.037962,Arid,120.132972,11.570971,2.296756
"Seco Ck at Rowe Ranch nr D'Hanis, TX",29.37079,-99.28782,5.255796,Arid,8.558145,10.875424,2.069225
"Sevenmile Run near Rasselas, PA",41.63117,-78.57669,1.557188,Arid,14.810346,5.473184,3.514786
Shade River near Chester OH,39.06369,-81.8818,2.403169,Arid,171.681195,7.421981,3.088414
"Sherman Creek at Shermans Dale, PA",40.32342,-77.16887,2.129465,Arid,308.272536,6.990795,3.282888
"Sinnemahoning Creek at Sinnemahoning, PA",41.31728,-78.10306,1.75949,Arid,1160.653238,5.867767,3.334925
"Spencer Cr. bl Plum Cr. nr Frankford, MO",39.52046,-91.34275,2.77017,Arid,159.185512,8.001977,2.888623
"Sweetwater Ck nr Kelton, TX",35.4731,-100.12095,5.429423,Arid,11.943756,8.913869,1.641771
"Swift River near Roxbury, Maine",44.64275,-70.58878,1.411727,Arid,225.374155,4.826417,3.418802
"TAHQUAMENON RIVER NEAR PARADISE, MI",46.57502,-85.26955,2.070387,Arid,860.600336,5.261458,2.541291
"TAR RIVER NEAR TAR RIVER, NC",36.19417,-78.58306,2.682167,Arid,143.857893,8.703547,3.244968
"TAYLOR CREEK NEAR SELLECK, WA",47.38649,-121.84622,0.824533,Sub-humid,93.811894,5.459439,6.621247
"THUNDER CREEK NEAR NEWHALEM, WA",48.67263,-121.0729,0.653023,Sub-humid,625.998905,3.689317,5.649599
"TILTON RIVER AB BEAR CANYON CREEK NEAR CINEBAR, WA",46.59538,-122.45956,1.010769,Arid,812.815077,5.617001,5.557155
"TINKER CREEK NEAR DALEVILLE, VA",37.41763,-79.93532,2.516493,Arid,12.303866,7.73156,3.072355
